std,lower_quartile,dwelling,district,end_date,area,region,bedrooms,upper_quartile,start_date,bonds_received,average_rent,median_rent,date_type
57.54,227,Flat,Auckland,2011-02-28,St Johns,Auckland,1,271,2010-09-01,17,255,245,range
104.17,557,House,Auckland,2011-02-28,St Johns,Auckland,4,712,2010-09-01,12,620,602,range
54.32,410,House,Auckland,2011-02-28,St Johns,Auckland,3,450,2010-09-01,18,444,435,range
48.21,320,House,Auckland,2011-02-28,St Johns,Auckland,2,390,2010-09-01,6,350,360,range
21.88,130,Room,Auckland,2011-02-28,St Johns,Auckland,1,160,2010-09-01,8,142,150,range
61.77,360,Apartment,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,2,450,2010-09-01,51,399,410,range
50.46,233,Apartment,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,1,328,2010-09-01,21,276,270,range
164.99,195,Flat,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,3,478,2010-09-01,7,356,390,range
53.37,322,Flat,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,2,370,2010-09-01,51,346,350,range
48.4,226,Flat,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,1,306,2010-09-01,19,272,275,range
94.26,730,House,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,5+,875,2010-09-01,6,819,830,range
203.14,595,House,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,4,725,2010-09-01,34,693,672,range
85.45,450,House,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,3,560,2010-09-01,57,503,495,range
60.5,383,House,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,2,467,2010-09-01,23,433,440,range
115.17,170,Room,Auckland,2011-02-28,Royal Oak/One Tree Hill,Auckland,1,237,2010-09-01,8,226,180,range
57.43,297,Apartment,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,2,400,2010-09-01,8,353,355,range
35.84,335,Flat,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,3,400,2010-09-01,6,370,370,range
51.41,295,Flat,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,2,340,2010-09-01,78,319,315,range
46.92,228,Flat,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,1,281,2010-09-01,29,258,250,range
147.07,467,House,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,4,620,2010-09-01,24,562,545,range
101.95,390,House,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,3,503,2010-09-01,57,457,450,range
71.23,300,House,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,2,380,2010-09-01,26,354,350,range
41.72,135,Room,Auckland,2011-02-28,Mt Albert/Owairaka,Auckland,1,188,2010-09-01,9,170,170,range
80.08,420,Apartment,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,2,470,2010-09-01,22,458,450,range
106.83,283,Apartment,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,1,418,2010-09-01,5,350,300,range
85.76,450,Flat,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,3,500,2010-09-01,6,484,495,range
96.42,330,Flat,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,2,427,2010-09-01,36,390,377,range
111.94,240,Flat,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,1,335,2010-09-01,29,302,275,range
384.23,750,House,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,4,1050,2010-09-01,30,955,887,range
146.22,520,House,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,3,650,2010-09-01,64,599,592,range
65.83,390,House,Auckland,2011-02-28,Mission Bay/Orakei,Auckland,2,467,2010-09-01,20,426,425,range
21.62,330,Flat,Auckland,2011-02-28,Lynfield,Auckland,3,375,2010-09-01,6,347,337,range
32.59,282,Flat,Auckland,2011-02-28,Lynfield,Auckland,2,325,2010-09-01,20,302,300,range
24.44,215,Flat,Auckland,2011-02-28,Lynfield,Auckland,1,260,2010-09-01,12,235,230,range
125.15,472,House,Auckland,2011-02-28,Lynfield,Auckland,5+,647,2010-09-01,11,557,550,range
142.14,395,House,Auckland,2011-02-28,Lynfield,Auckland,4,550,2010-09-01,14,464,475,range
61.65,372,House,Auckland,2011-02-28,Lynfield,Auckland,3,425,2010-09-01,67,406,400,range
38.4,300,House,Auckland,2011-02-28,Lynfield,Auckland,2,350,2010-09-01,10,325,335,range
61.09,282,Apartment,Auckland,2011-02-28,Meadowbank,Auckland,2,376,2010-09-01,7,332,340,range
45.38,288,Flat,Auckland,2011-02-28,Meadowbank,Auckland,2,361,2010-09-01,35,323,330,range
34.02,211,Flat,Auckland,2011-02-28,Meadowbank,Auckland,1,270,2010-09-01,13,234,230,range
201.03,630,House,Auckland,2011-02-28,Meadowbank,Auckland,4,787,2010-09-01,19,756,740,range
130.49,475,House,Auckland,2011-02-28,Meadowbank,Auckland,3,567,2010-09-01,35,547,520,range
49.86,390,House,Auckland,2011-02-28,Meadowbank,Auckland,2,435,2010-09-01,9,418,420,range
71.03,461,Apartment,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,4,585,2010-09-01,5,513,470,range
50.37,421,Apartment,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,3,470,2010-09-01,13,449,440,range
53.13,310,Apartment,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,2,370,2010-09-01,59,344,350,range
106.15,295,Apartment,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,1,432,2010-09-01,24,365,320,range
63.37,372,Flat,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,3,423,2010-09-01,17,386,395,range
38.8,300,Flat,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,2,350,2010-09-01,123,322,320,range
43.69,200,Flat,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,1,260,2010-09-01,41,240,240,range
107.23,480,House,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,4,630,2010-09-01,34,532,540,range
81.58,420,House,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,3,491,2010-09-01,109,452,450,range
47.26,325,House,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,2,385,2010-09-01,62,361,360,range
29.39,247,House,Auckland,2011-02-28,Onehunga/Oranga/Te Papapa,Auckland,1,285,2010-09-01,8,271,280,range
22.31,297,Flat,Auckland,2011-02-28,Panmure,Auckland,2,321,2010-09-01,17,310,320,range
30.79,221,Flat,Auckland,2011-02-28,Panmure,Auckland,1,235,2010-09-01,13,226,230,range
146.82,410,House,Auckland,2011-02-28,Panmure,Auckland,4,615,2010-09-01,5,521,485,range
72.18,380,House,Auckland,2011-02-28,Panmure,Auckland,3,450,2010-09-01,30,434,415,range
60.58,320,House,Auckland,2011-02-28,Panmure,Auckland,2,357,2010-09-01,15,348,340,range
178.32,427,Apartment,Auckland,2011-02-28,Newton/Grafton,Auckland,3,550,2010-09-01,21,519,490,range
92.5,380,Apartment,Auckland,2011-02-28,Newton/Grafton,Auckland,2,470,2010-09-01,90,431,410,range
71.28,280,Apartment,Auckland,2011-02-28,Newton/Grafton,Auckland,1,340,2010-09-01,122,318,310,range
74.84,320,Flat,Auckland,2011-02-28,Newton/Grafton,Auckland,2,447,2010-09-01,11,396,395,range
50.72,280,Flat,Auckland,2011-02-28,Newton/Grafton,Auckland,1,330,2010-09-01,16,294,285,range
74.68,425,House,Auckland,2011-02-28,Newton/Grafton,Auckland,2,500,2010-09-01,12,440,460,range
274.1,525,Apartment,Auckland,2011-02-28,Harbourside,Auckland,3,900,2010-09-01,42,762,710,range
189.43,480,Apartment,Auckland,2011-02-28,Harbourside,Auckland,2,700,2010-09-01,244,603,580,range
92.63,350,Apartment,Auckland,2011-02-28,Harbourside,Auckland,1,450,2010-09-01,246,414,400,range
73,480,House,Auckland,2011-02-28,Harbourside,Auckland,3,530,2010-09-01,16,494,502,range
33.02,150,Room,Auckland,2011-02-28,Harbourside,Auckland,1,170,2010-09-01,52,163,155,range
47.6,390,Apartment,Auckland,2011-02-28,Kingsland,Auckland,2,450,2010-09-01,34,412,425,range
55.64,332,Apartment,Auckland,2011-02-28,Kingsland,Auckland,1,370,2010-09-01,12,340,360,range
41.64,320,Flat,Auckland,2011-02-28,Kingsland,Auckland,2,396,2010-09-01,25,352,350,range
38.09,245,Flat,Auckland,2011-02-28,Kingsland,Auckland,1,287,2010-09-01,12,268,270,range
136.55,570,House,Auckland,2011-02-28,Kingsland,Auckland,4,695,2010-09-01,11,626,630,range
88.27,465,House,Auckland,2011-02-28,Kingsland,Auckland,3,592,2010-09-01,28,528,500,range
74.68,407,House,Auckland,2011-02-28,Kingsland,Auckland,2,460,2010-09-01,9,445,430,range
34.11,280,Flat,Auckland,2011-02-28,Hillsborough,Auckland,2,338,2010-09-01,23,306,300,range
17.3,250,Flat,Auckland,2011-02-28,Hillsborough,Auckland,1,270,2010-09-01,18,256,255,range
96.14,562,House,Auckland,2011-02-28,Hillsborough,Auckland,5+,707,2010-09-01,19,636,590,range
107.88,460,House,Auckland,2011-02-28,Hillsborough,Auckland,4,600,2010-09-01,30,530,527,range
58.24,395,House,Auckland,2011-02-28,Hillsborough,Auckland,3,457,2010-09-01,75,431,425,range
50.64,315,House,Auckland,2011-02-28,Hillsborough,Auckland,2,380,2010-09-01,25,354,350,range
64.99,370,House,Auckland,2011-02-28,Glen Innes/Pt England/Wai O Taiki,Auckland,4,420,2010-09-01,6,403,415,range
56.6,350,House,Auckland,2011-02-28,Glen Innes/Pt England/Wai O Taiki,Auckland,3,423,2010-09-01,31,391,385,range
34.49,298,House,Auckland,2011-02-28,Glen Innes/Pt England/Wai O Taiki,Auckland,2,332,2010-09-01,13,321,320,range
33.41,360,Apartment,Auckland,2011-02-28,Ellerslie,Auckland,2,390,2010-09-01,14,373,390,range
59.2,220,Boarding House,Auckland,2011-02-28,Ellerslie,Auckland,1,220,2010-09-01,6,195,220,range
70.68,280,Flat,Auckland,2011-02-28,Ellerslie,Auckland,3,405,2010-09-01,5,333,285,range
48.39,295,Flat,Auckland,2011-02-28,Ellerslie,Auckland,2,335,2010-09-01,56,318,310,range
49.83,230,Flat,Auckland,2011-02-28,Ellerslie,Auckland,1,300,2010-09-01,10,277,277,range
100.23,485,House,Auckland,2011-02-28,Ellerslie,Auckland,4,602,2010-09-01,11,527,550,range
72.43,437,House,Auckland,2011-02-28,Ellerslie,Auckland,3,528,2010-09-01,57,475,480,range
92.35,328,House,Auckland,2011-02-28,Ellerslie,Auckland,2,425,2010-09-01,21,368,350,range
48.99,220,Room,Auckland,2011-02-28,Ellerslie,Auckland,1,220,2010-09-01,6,200,220,range
49.78,390,Apartment,Auckland,2011-02-28,Eden Terrace,Auckland,2,430,2010-09-01,68,412,412,range
49.31,240,Apartment,Auckland,2011-02-28,Eden Terrace,Auckland,1,330,2010-09-01,61,297,315,range
90.07,235,Flat,Auckland,2011-02-28,Eden Terrace,Auckland,2,400,2010-09-01,8,318,312,range
83.07,357,House,Auckland,2011-02-28,Eden Terrace,Auckland,2,481,2010-09-01,11,423,420,range
67.8,185,Room,Auckland,2011-02-28,Eden Terrace,Auckland,1,275,2010-09-01,6,238,230,range
29.95,270,Flat,Auckland,2011-02-28,Mt Roskill/Wesley,Auckland,2,320,2010-09-01,12,296,295,range
67.34,447,House,Auckland,2011-02-28,Mt Roskill/Wesley,Auckland,4,476,2010-09-01,13,450,450,range
56.2,360,House,Auckland,2011-02-28,Mt Roskill/Wesley,Auckland,3,410,2010-09-01,55,382,390,range
60.46,313,House,Auckland,2011-02-28,Mt Roskill/Wesley,Auckland,2,352,2010-09-01,13,321,330,range
172.41,400,Apartment,Auckland,2011-02-28,Mt Eden,Auckland,3,485,2010-09-01,6,509,470,range
69.19,350,Apartment,Auckland,2011-02-28,Mt Eden,Auckland,2,417,2010-09-01,40,392,377,range
45.93,260,Apartment,Auckland,2011-02-28,Mt Eden,Auckland,1,335,2010-09-01,45,293,290,range
66.23,502,Flat,Auckland,2011-02-28,Mt Eden,Auckland,3,565,2010-09-01,7,514,520,range
56.33,310,Flat,Auckland,2011-02-28,Mt Eden,Auckland,2,360,2010-09-01,99,338,330,range
113.11,240,Flat,Auckland,2011-02-28,Mt Eden,Auckland,1,280,2010-09-01,124,271,260,range
132.88,550,House,Auckland,2011-02-28,Mt Eden,Auckland,5+,800,2010-09-01,6,681,685,range
199.43,582,House,Auckland,2011-02-28,Mt Eden,Auckland,4,785,2010-09-01,19,732,730,range
116.8,480,House,Auckland,2011-02-28,Mt Eden,Auckland,3,652,2010-09-01,37,557,520,range
91.31,350,House,Auckland,2011-02-28,Mt Eden,Auckland,2,495,2010-09-01,20,431,435,range
56.52,245,House,Auckland,2011-02-28,Mt Eden,Auckland,1,295,2010-09-01,10,278,257,range
71.47,143,Room,Auckland,2011-02-28,Mt Eden,Auckland,1,235,2010-09-01,9,192,155,range
49.45,289,Flat,Auckland,2011-02-28,Blockhouse Bay/New Windsor,Auckland,2,320,2010-09-01,21,294,300,range
148.79,210,Flat,Auckland,2011-02-28,Blockhouse Bay/New Windsor,Auckland,1,240,2010-09-01,12,277,240,range
66.51,467,House,Auckland,2011-02-28,Blockhouse Bay/New Windsor,Auckland,5+,585,2010-09-01,7,522,500,range
92.7,420,House,Auckland,2011-02-28,Blockhouse Bay/New Windsor,Auckland,4,490,2010-09-01,18,456,450,range
51.85,365,House,Auckland,2011-02-28,Blockhouse Bay/New Windsor,Auckland,3,430,2010-09-01,75,402,400,range
29.94,300,House,Auckland,2011-02-28,Blockhouse Bay/New Windsor,Auckland,2,350,2010-09-01,6,328,330,range
69.82,370,Apartment,Auckland,2011-02-28,Epsom,Auckland,2,460,2010-09-01,18,418,392,range
37.75,275,Apartment,Auckland,2011-02-28,Epsom,Auckland,1,300,2010-09-01,10,290,287,range
80.44,415,Flat,Auckland,2011-02-28,Epsom,Auckland,3,490,2010-09-01,8,451,460,range
59.66,346,Flat,Auckland,2011-02-28,Epsom,Auckland,2,420,2010-09-01,75,382,380,range
65.7,270,Flat,Auckland,2011-02-28,Epsom,Auckland,1,311,2010-09-01,29,293,290,range
161.25,775,House,Auckland,2011-02-28,Epsom,Auckland,5+,1012,2010-09-01,13,900,900,range
217.15,680,House,Auckland,2011-02-28,Epsom,Auckland,4,850,2010-09-01,32,783,777,range
107.07,521,House,Auckland,2011-02-28,Epsom,Auckland,3,650,2010-09-01,37,582,600,range
78.57,300,House,Auckland,2011-02-28,Epsom,Auckland,2,450,2010-09-01,10,373,377,range
162.87,300,Apartment,Auckland,2011-02-28,Central East,Auckland,5+,375,2010-09-01,9,380,300,range
267.9,310,Apartment,Auckland,2011-02-28,Central East,Auckland,4,580,2010-09-01,8,490,490,range
332.3,417,Apartment,Auckland,2011-02-28,Central East,Auckland,3,657,2010-09-01,17,620,550,range
106.68,340,Apartment,Auckland,2011-02-28,Central East,Auckland,2,450,2010-09-01,426,405,380,range
73.73,280,Apartment,Auckland,2011-02-28,Central East,Auckland,1,350,2010-09-01,750,318,300,range
108.71,370,Flat,Auckland,2011-02-28,Central East,Auckland,2,437,2010-09-01,8,425,400,range
73.89,282,Flat,Auckland,2011-02-28,Central East,Auckland,1,358,2010-09-01,15,320,300,range
83.08,160,Room,Auckland,2011-02-28,Central East,Auckland,1,290,2010-09-01,12,217,165,range
156.1,435,Apartment,Auckland,2011-02-28,Kohimarama,Auckland,2,550,2010-09-01,12,520,522,range
72.2,350,Flat,Auckland,2011-02-28,Kohimarama,Auckland,2,443,2010-09-01,15,401,395,range
33.49,260,Flat,Auckland,2011-02-28,Kohimarama,Auckland,1,325,2010-09-01,14,291,290,range
154.69,980,House,Auckland,2011-02-28,Kohimarama,Auckland,5+,1075,2010-09-01,6,990,1050,range
249.49,665,House,Auckland,2011-02-28,Kohimarama,Auckland,4,912,2010-09-01,21,819,800,range
145.36,520,House,Auckland,2011-02-28,Kohimarama,Auckland,3,700,2010-09-01,37,624,600,range
52.03,387,House,Auckland,2011-02-28,Kohimarama,Auckland,2,472,2010-09-01,8,425,410,range
52.03,382,Flat,Auckland,2011-02-28,Balmoral,Auckland,3,468,2010-09-01,5,423,400,range
37.78,310,Flat,Auckland,2011-02-28,Balmoral,Auckland,2,375,2010-09-01,37,342,340,range
46.81,262,Flat,Auckland,2011-02-28,Balmoral,Auckland,1,327,2010-09-01,12,296,307,range
161.55,562,House,Auckland,2011-02-28,Balmoral,Auckland,4,740,2010-09-01,24,628,650,range
110.4,450,House,Auckland,2011-02-28,Balmoral,Auckland,3,585,2010-09-01,37,538,540,range
120.37,350,House,Auckland,2011-02-28,Balmoral,Auckland,2,471,2010-09-01,13,441,420,range
69.26,450,Apartment,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,2,530,2010-09-01,34,481,465,range
27.07,316,Apartment,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,1,350,2010-09-01,55,330,330,range
193.22,452,Flat,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,3,606,2010-09-01,5,502,575,range
79.35,350,Flat,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,2,450,2010-09-01,25,413,400,range
49.09,260,Flat,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,1,330,2010-09-01,28,298,300,range
185.6,618,House,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,4,761,2010-09-01,23,737,700,range
162.98,500,House,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,3,650,2010-09-01,57,604,595,range
105.89,445,House,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,2,520,2010-09-01,14,496,497,range
102.85,280,House,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,1,340,2010-09-01,6,297,320,range
24.81,161,Room,Auckland,2011-02-28,Grey Lynn/Arch Hill,Auckland,1,180,2010-09-01,7,162,165,range
244.03,620,Apartment,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,3,900,2010-09-01,6,755,630,range
104.75,397,Apartment,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,2,535,2010-09-01,32,469,450,range
49.16,330,Apartment,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,1,400,2010-09-01,34,372,377,range
159.47,295,Flat,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,2,580,2010-09-01,16,414,315,range
74.22,240,Flat,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,1,330,2010-09-01,30,298,287,range
418.88,812,House,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,4,1537,2010-09-01,15,1237,1250,range
498.97,650,House,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,3,900,2010-09-01,26,886,735,range
107.56,372,House,Auckland,2011-02-28,Herne Bay/St Marys,Auckland,2,567,2010-09-01,5,462,430,range
142.3,135,Flat,Stratford,2011-02-28,Entire District,Manawatu,2,187,2010-09-01,20,190,160,range
21.11,100,Flat,Stratford,2011-02-28,Entire District,Manawatu,1,113,2010-09-01,11,111,105,range
40.23,235,House,Stratford,2011-02-28,Entire District,Manawatu,4,280,2010-09-01,16,254,255,range
27.83,210,House,Stratford,2011-02-28,Entire District,Manawatu,3,250,2010-09-01,62,230,230,range
28.52,162,House,Stratford,2011-02-28,Entire District,Manawatu,2,190,2010-09-01,9,177,180,range
164.24,360,Apartment,Auckland,2011-02-28,Central West,Auckland,3,550,2010-09-01,50,474,445,range
89.93,300,Apartment,Auckland,2011-02-28,Central West,Auckland,2,390,2010-09-01,540,356,330,range
67.43,260,Apartment,Auckland,2011-02-28,Central West,Auckland,1,350,2010-09-01,541,306,295,range
115.78,300,Flat,Auckland,2011-02-28,Central West,Auckland,2,432,2010-09-01,13,385,350,range
41.08,297,Flat,Auckland,2011-02-28,Central West,Auckland,1,346,2010-09-01,13,320,300,range
56.29,160,Room,Auckland,2011-02-28,Central West,Auckland,1,232,2010-09-01,17,200,190,range
34.62,100,Flat,Ruapehu,2011-02-28,Entire District,Manawatu,2,150,2010-09-01,22,128,135,range
11.33,100,Flat,Ruapehu,2011-02-28,Entire District,Manawatu,1,110,2010-09-01,8,106,105,range
65.63,198,House,Ruapehu,2011-02-28,Entire District,Manawatu,5+,260,2010-09-01,5,238,225,range
72.07,178,House,Ruapehu,2011-02-28,Entire District,Manawatu,4,255,2010-09-01,25,211,200,range
42.92,150,House,Ruapehu,2011-02-28,Entire District,Manawatu,3,190,2010-09-01,78,168,175,range
32.63,120,House,Ruapehu,2011-02-28,Entire District,Manawatu,2,160,2010-09-01,26,139,150,range
20.72,121,Flat,Tararua,2011-02-28,Entire District,Manawatu,2,150,2010-09-01,19,138,150,range
18.71,115,Flat,Tararua,2011-02-28,Entire District,Manawatu,1,138,2010-09-01,5,125,120,range
21.98,170,House,Tararua,2011-02-28,Entire District,Manawatu,4,197,2010-09-01,16,185,180,range
27.55,165,House,Tararua,2011-02-28,Entire District,Manawatu,3,190,2010-09-01,107,177,180,range
28.56,150,House,Tararua,2011-02-28,Entire District,Manawatu,2,173,2010-09-01,31,165,160,range
15.3,135,House,Tararua,2011-02-28,Entire District,Manawatu,1,140,2010-09-01,6,140,137,range
25.96,120,Flat,Rangitikei,2011-02-28,Entire District,Manawatu,2,148,2010-09-01,15,136,140,range
41.3,200,House,Rangitikei,2011-02-28,Entire District,Manawatu,4,257,2010-09-01,21,234,220,range
27.76,165,House,Rangitikei,2011-02-28,Entire District,Manawatu,3,190,2010-09-01,110,177,180,range
24.56,150,House,Rangitikei,2011-02-28,Entire District,Manawatu,2,177,2010-09-01,31,165,160,range
70.36,160,Flat,Taupo,2011-02-28,Rural Taupo,Manawatu,2,250,2010-09-01,6,195,200,range
100.56,200,House,Taupo,2011-02-28,Rural Taupo,Manawatu,4,375,2010-09-01,18,296,292,range
57.62,160,House,Taupo,2011-02-28,Rural Taupo,Manawatu,3,230,2010-09-01,76,198,180,range
39.28,150,House,Taupo,2011-02-28,Rural Taupo,Manawatu,2,205,2010-09-01,28,179,175,range
28.18,261,Flat,Auckland,2011-02-28,Avondale,Auckland,2,300,2010-09-01,23,279,280,range
83.24,200,Flat,Auckland,2011-02-28,Avondale,Auckland,1,270,2010-09-01,14,239,215,range
52.75,410,House,Auckland,2011-02-28,Avondale,Auckland,4,450,2010-09-01,18,432,420,range
36.37,360,House,Auckland,2011-02-28,Avondale,Auckland,3,400,2010-09-01,94,378,375,range
41.33,291,House,Auckland,2011-02-28,Avondale,Auckland,2,360,2010-09-01,19,323,315,range
49.37,200,House,Auckland,2011-02-28,Avondale,Auckland,1,275,2010-09-01,6,247,240,range
37.28,280,Apartment,Taupo,2011-02-28,Taupo West/Taupo South,Manawatu,3,350,2010-09-01,6,315,315,range
51.99,215,Flat,Taupo,2011-02-28,Taupo West/Taupo South,Manawatu,2,257,2010-09-01,13,237,220,range
46.94,151,Flat,Taupo,2011-02-28,Taupo West/Taupo South,Manawatu,1,200,2010-09-01,7,179,170,range
70.08,370,House,Taupo,2011-02-28,Taupo West/Taupo South,Manawatu,5+,425,2010-09-01,10,406,380,range
54.75,332,House,Taupo,2011-02-28,Taupo West/Taupo South,Manawatu,4,400,2010-09-01,51,366,360,range
